Incident ID,Incident Date,State,City Or County,Address,# Victims Injured,# Victims Killed,# Subjects-Suspects Injured,# Subjects-Suspects Killed,# Subjects-Suspects Arrested,Operations
2551754,22-Mar-23,Colorado,Denver,1600 City Park Esplanade,2,0,0,1,0,N/A
2552490,22-Mar-23,Alabama,Anniston,1301 Woodstock Ave,1,0,0,0,0,N/A
2558151,22-Mar-23,Alaska,Bethel,1 Ron Edwards Memorial Dr,0,0,0,0,1,N/A
2551467,21-Mar-23,Maryland,Baltimore,1500 Harlem Ave,0,0,0,0,2,N/A
2551377,21-Mar-23,Kentucky,Louisville,7601 St Andrews Church Rd,0,0,0,0,1,N/A
2552168,21-Mar-23,California,Palm Desert,43500 Monterey Ave,0,0,0,0,1,N/A
2552017,21-Mar-23,Pennsylvania,Lancaster,2000 Wabank Rd,0,0,0,0,1,N/A
2558630,21-Mar-23,North Dakota,Bismarck,1000 E Century Ave,0,0,0,0,1,N/A
2552454,21-Mar-23,Texas,Huffman,24403 E Lake Houston Pkwy,0,0,0,0,1,N/A
2551555,21-Mar-23,Texas,Dallas,4001 Walnut Hill Ln,1,0,0,0,1,N/A
2549957,20-Mar-23,Texas,Arlington,1400 W Lamar Blvd,1,1,0,0,1,N/A
2551197,20-Mar-23,Virginia,Virginia Beach,5100 Cleveland St,0,0,0,0,1,N/A
2550366,20-Mar-23,Georgia,Bogart,1081 Rocky Branch Rd,0,0,0,0,0,N/A
2550103,20-Mar-23,Florida,Davenport,4525 County Rd 547,0,0,0,0,0,N/A
2558941,19-Mar-23,South Carolina,Conway,100 Chanticleer Dr E,0,0,0,0,1,N/A
2549161,17-Mar-23,Pennsylvania,Philadelphia,1801 N Broad St,0,0,0,0,0,N/A
2548326,17-Mar-23,Minnesota,Duluth,3301 Technology Dr,0,0,0,0,0,N/A
2548445,17-Mar-23,Ohio,New Concord,260 Stadium Dr,1,0,0,0,1,N/A
2548198,17-Mar-23,Maryland,Towson,404 Emerson Dr,0,0,0,0,0,N/A
2550299,17-Mar-23,Michigan,Pinckney,2150 M-36,0,0,0,0,0,N/A
2547499,16-Mar-23,California,Woodland,21 N West St,0,0,0,0,1,N/A
2548310,16-Mar-23,Wisconsin,Milwaukee,2311 E Hartford Ave,0,0,0,0,1,N/A
2548200,16-Mar-23,Florida,Miami,1100 NW 71st St,0,0,0,0,1,N/A
2547939,16-Mar-23,Florida,Palm Beach Gardens,4245 Holly Dr,0,0,0,0,1,N/A
2547884,16-Mar-23,North Carolina,Monroe,1 High School Dr,0,0,0,0,1,N/A
2549312,16-Mar-23,Alabama,Piedmont,750 Tom Bible Memorial Hwy,0,0,0,0,1,N/A
2546792,15-Mar-23,Virginia,Amherst,139 Lancer Ln,0,0,0,0,1,N/A
2546688,15-Mar-23,Georgia,Evans,550 Blue Ridge Dr,0,0,0,0,0,N/A
2546633,15-Mar-23,Delaware,Georgetown,26026 Patriots Way,0,0,0,0,1,N/A
2547033,15-Mar-23,California,San Francisco,241 Oneida Ave,0,0,0,0,0,N/A
2547057,15-Mar-23,Alabama,Springville,237 Wilson St,0,0,0,0,0,N/A
2546083,14-Mar-23,Michigan,Holt,5885 Holt Rd,0,0,0,0,1,N/A
2546168,14-Mar-23,Virginia,Norfolk,7101 Granby St,0,0,0,0,1,N/A
2545930,14-Mar-23,North Carolina,Kernersville,110 Brown Rd,0,0,0,0,0,N/A
2547097,14-Mar-23,Louisiana,New Orleans,Bundy Rd and Dwyer Rd,0,0,0,0,2,N/A
2545332,13-Mar-23,Virginia,Richmond,3400 Hopkins Rd,0,0,0,0,1,N/A
2566202,13-Mar-23,Massachusetts,Southbridge,132 Torry Rd,0,0,0,0,2,N/A
2543996,11-Mar-23,Maine,Waterville,Pond Rd,0,0,0,0,1,N/A
2543339,10-Mar-23,Florida,Vero Beach,1707 16th St,0,0,0,0,1,N/A
2543325,10-Mar-23,Maine,Monroe,36 W Main St,0,0,0,0,1,N/A
2542908,9-Mar-23,New Mexico,Albuquerque,2300 Arenal Rd SW,0,0,0,0,0,N/A
2546566,9-Mar-23,Wisconsin,Milwaukee,5075 N Sherman Blvd,0,0,0,0,1,N/A
2542935,9-Mar-23,Nevada,Las Vegas,6500 E Sahara Ave,0,0,0,0,1,N/A
2542901,9-Mar-23,Alabama,Athens,15641 E Limestone Rd,0,0,0,0,1,N/A
2543468,8-Mar-23,Texas,Texarkana,2100 College Dr,0,0,0,0,0,N/A
2542906,8-Mar-23,New Mexico,Los Lunas,1776 Emilio Lopez Rd,0,0,0,0,1,N/A
2542547,8-Mar-23,Arizona,Chandler,3180 S Gilbert Rd,0,0,0,0,0,N/A
2542545,8-Mar-23,Georgia,Fairburn,7155 Hall Rd,0,0,0,0,0,N/A
2541499,7-Mar-23,Illinois,Rockford,5110 Auburn St,0,0,0,0,1,N/A
2542864,7-Mar-23,Maryland,Glen Burnie,N/A,0,0,0,0,1,N/A
2542086,7-Mar-23,Indiana,Indianapolis,4900 Julian Ave,0,1,0,0,0,N/A
2542499,7-Mar-23,Indiana,Indianapolis (Lawrence),8502 E 82nd St,0,0,0,0,0,N/A
2541677,7-Mar-23,Alabama,Rogersville,201 Cedar St,0,0,0,0,0,N/A
2546317,6-Mar-23,Michigan,Saginaw,3675 Southfield Dr,0,0,0,0,1,N/A
2540364,6-Mar-23,Virginia,Alexandria,3801 W Braddock Rd,0,0,0,0,1,N/A
2540982,6-Mar-23,Iowa,Shenandoah,601 Dr Creighton Cir,0,0,0,0,1,N/A
2543457,6-Mar-23,Illinois,Elmwood Park,8201 W Fullerton Ave,0,0,0,0,1,N/A
2540056,6-Mar-23,Michigan,Roseville,16250 Martin Rd,1,0,0,0,1,N/A
2540730,6-Mar-23,Minnesota,Minneapolis (Coon Rapids),11600 Raven St NW,0,0,0,0,1,N/A
2540590,6-Mar-23,Ohio,Columbus,284 N 22nd St,0,0,0,0,1,N/A
2540549,6-Mar-23,Kentucky,Owensboro,1300 Booth Ave,0,0,0,0,1,N/A
2541039,5-Mar-23,Georgia,Atlanta,688 Beckwith St SW,0,0,0,0,0,N/A
2538466,3-Mar-23,Ohio,Cleveland,15210 St Clair Ave,0,0,0,0,1,N/A
2538905,3-Mar-23,Oklahoma,Oklahoma City,715 N Walker Ave,0,0,0,0,1,N/A
2538842,3-Mar-23,Florida,Clearwater,3000 FL-580,0,0,0,0,1,N/A
2538840,3-Mar-23,Florida,Saint Petersburg,850 34th St S,0,0,0,0,1,N/A
2538091,3-Mar-23,South Carolina,Orangeburg,300 College Ave,1,0,0,0,0,N/A
2538699,3-Mar-23,Arizona,Phoenix,3625 W Cactus Rd,0,0,0,0,1,N/A
2539158,3-Mar-23,California,Azusa,240 N Cerritos Ave,0,0,0,0,2,N/A
2542912,3-Mar-23,New Mexico,Los Lunas,1776 Emilio Lopez Rd,0,0,0,0,0,N/A
2537614,2-Mar-23,Alabama,Bay Minette,1 Tiger Dr,0,0,0,0,1,N/A
2537466,2-Mar-23,North Carolina,Kill Devil Hills,100 Veterans Dr,0,0,0,0,1,N/A
2537460,2-Mar-23,Mississippi,Kiln,7084 Stennis Airport Rd,0,0,0,0,1,N/A
2539312,2-Mar-23,South Carolina,North Charleston,2670 Bonds Ave,0,0,0,0,1,N/A
2537311,2-Mar-23,Georgia,Lagrange,1920 Hamilton Rd,0,0,0,0,1,N/A
2536807,1-Mar-23,Arkansas,Jonesboro,4208 Chieftan Ln,0,0,0,0,1,N/A
2537436,1-Mar-23,Indiana,Terre Haute,310 S 18th St,0,0,0,0,2,N/A
2537458,1-Mar-23,Oregon,Salem,1910 Church St SE,0,0,0,0,1,N/A
2537394,1-Mar-23,Georgia,Warner Robins,401 S Davis Dr,0,0,0,0,0,N/A
2537958,1-Mar-23,California,Santa Rosa,6975 Montecito Blvd,0,0,0,0,1,N/A
2536964,1-Mar-23,Tennessee,Cedar Hill,7025 US-41,0,0,0,0,0,N/A
2535934,28-Feb-23,Ohio,Rocky River,3850 Linden Rd,0,0,0,0,0,N/A
2538355,28-Feb-23,Kentucky,Radcliff,100 Trojan Way,0,0,0,0,1,N/A
2535790,28-Feb-23,Florida,Tallahassee,550 E Tennessee St,0,0,0,0,1,N/A
2537463,28-Feb-23,North Carolina,Greensboro,1200 Lincoln St,0,0,0,0,0,N/A
2536386,28-Feb-23,Texas,Pearland,2201 N Galveston Ave,0,0,0,0,1,N/A
2557186,28-Feb-23,Colorado,Denver,3955 Steele St,0,0,0,0,1,N/A
2536296,28-Feb-23,Georgia,Ringgold,340 Evitt Ln,0,0,0,0,1,N/A
2536087,28-Feb-23,New York,Rochester (Brighton),1000 E Henrietta Rd,0,0,0,0,1,N/A
2540360,27-Feb-23,North Carolina,Lillington,900 S 11th St,0,0,0,0,1,N/A
2536221,27-Feb-23,Utah,Cedar City,166 W 1925 N,0,0,0,0,1,N/A
2535740,27-Feb-23,Florida,Hollywood,6501 Hollywood Blvd,0,0,0,0,1,N/A
2535733,27-Feb-23,Florida,Jacksonville,10600 Hornets Nest Rd,0,0,0,0,0,N/A
2534845,27-Feb-23,Nevada,Fernley,1100 Jasmine Ln,0,0,0,0,1,N/A
2536597,27-Feb-23,Alabama,Monroeville,297 S Mt Pleasant Ave,0,0,0,0,0,N/A
2538050,27-Feb-23,Mississippi,Heidelberg,4035 Co Rd 8,0,0,0,0,0,N/A
2533264,24-Feb-23,Nebraska,Lincoln,1930 S 20th St,0,0,0,0,1,N/A
2533130,24-Feb-23,Colorado,Colorado Springs,7005 N Carefree Cir,0,0,0,0,1,N/A
2533040,24-Feb-23,Texas,Nederland,2101 N 18th St,0,0,0,0,1,N/A
2532996,24-Feb-23,Florida,Daytona Beach,580 McLeod Ave,0,0,0,0,1,N/A
2532968,24-Feb-23,Georgia,Grovetown,2010 Warrior Way,0,0,0,0,1,N/A
2534185,24-Feb-23,California,Watsonville,500 Harkins Slough Rd,0,0,0,0,1,N/A
2533257,23-Feb-23,North Carolina,Durham,6806 Garrett Rd,0,0,0,0,1,N/A
2533150,23-Feb-23,Florida,Greenacres,4701 10th Ave N,0,0,0,0,1,N/A
2533085,23-Feb-23,South Carolina,Blythewood,180 S-40-1694,0,0,0,0,1,N/A
2533072,23-Feb-23,North Carolina,Raleigh,2201 Spring Forest Rd,0,0,0,0,1,N/A
2532760,23-Feb-23,Nevada,Las Vegas,4250 E Karen Ave,0,0,0,0,1,N/A
2532198,23-Feb-23,Maryland,Lanham,9880 Good Luck Rd,0,0,0,0,0,N/A
2533361,23-Feb-23,Ohio,Columbus,3223 Allegheny Ave,0,0,0,0,1,N/A
2533356,23-Feb-23,Ohio,Reynoldsburg,6699 E Livingston Ave,0,0,0,0,1,N/A
2531624,22-Feb-23,Virginia,Glen Allen,2204 Mountain Road,0,0,0,0,1,N/A
2531636,22-Feb-23,Virginia,Newport News,13450 Woodside Ln,0,0,0,0,1,N/A
2532021,22-Feb-23,Ohio,Reynoldsburg,6699 E Livingston Ave,0,0,0,0,1,N/A
2533216,22-Feb-23,Florida,Belle Glade,1100 SW Ave G,0,0,0,0,1,N/A
2531012,21-Feb-23,Nevada,Las Vegas,9501 Echelon Point Dr,0,0,0,0,1,N/A
2531008,21-Feb-23,Nevada,North Las Vegas,5302 N Goldfield St,0,0,0,0,1,N/A
2530996,21-Feb-23,Nevada,Las Vegas,1139 N Linn Ln,0,0,0,0,2,N/A
2531435,21-Feb-23,Ohio,Columbus,840 W State St,0,0,0,0,1,N/A
2532037,21-Feb-23,Pennsylvania,Coal Township,2000 W State St,0,0,0,0,0,N/A
2531943,21-Feb-23,Kentucky,Stearns,120 Raider Way Rd,0,0,0,0,1,N/A
2530457,20-Feb-23,North Carolina,Elkin,334 Elk Spur St,0,0,0,0,0,N/A
2530243,20-Feb-23,Texas,Midland,Wadley Ave and Godfrey St,0,0,0,0,1,N/A
2528420,18-Feb-23,Texas,Abilene,2800 N 6th St,0,0,0,0,1,N/A
2527875,17-Feb-23,Texas,Arlington,818 W Park Row Dr,0,0,0,0,2,N/A
2527806,17-Feb-23,Missouri,Saint Louis,13201 Clayton Rd,0,0,0,0,0,N/A
2528381,17-Feb-23,Georgia,Macon,6250 Skipper Rd,0,0,0,0,0,N/A
2529696,17-Feb-23,Nevada,Las Vegas,333 S Pavilion Center Dr,0,0,0,0,1,N/A
2527524,17-Feb-23,Indiana,Fort Wayne,475 E State Blvd,0,0,0,0,0,N/A
2527792,17-Feb-23,Virginia,Max Meadows,1 Pioneer Trail,0,0,0,0,1,N/A
2527592,17-Feb-23,North Carolina,Erwin,405 Denim Dr,0,0,0,0,0,N/A
2527121,16-Feb-23,Virginia,Norfolk,7901 Nancy Dr,0,0,0,0,0,N/A
2527944,16-Feb-23,Alabama,Wetumpka,184 Rodney Ln,0,0,0,0,1,N/A
2529867,16-Feb-23,Texas,Benavides,1025 Eagle Dr,0,0,0,0,1,N/A
2528026,16-Feb-23,Ohio,Columbus,417 S Weyant Ave,0,0,0,0,0,N/A
2528617,16-Feb-23,North Carolina,Fayetteville,2517 Ramsey St,0,0,0,0,1,N/A
2526954,15-Feb-23,Colorado,Denver,1600 City Park Esplanade,0,0,0,0,1,N/A
2528206,15-Feb-23,Ohio,Cleveland,15210 St Clair Ave,0,0,0,0,0,N/A
2526048,15-Feb-23,Maryland,Fort George G Meade (Fort Meade),1100 Clark Rd,0,0,0,0,1,N/A
2527475,15-Feb-23,Texas,Houston,12525 Ella Blvd,0,0,0,0,0,N/A
2526799,15-Feb-23,North Carolina,Clayton,1892 Polenta Rd,0,0,0,0,1,N/A
2526755,15-Feb-23,Alabama,Decatur,1625 Danville Rd SW,0,0,0,0,0,N/A
2526751,15-Feb-23,Alabama,Beauregard,N/A,0,0,0,0,0,N/A
2526733,15-Feb-23,Mississippi,Clinton,401 Arrow Dr,0,0,0,0,0,N/A
2526690,15-Feb-23,Virginia,Gloucester,6680 Short Ln,0,0,0,0,1,N/A
2580632,15-Feb-23,Michigan,Grand Rapids (Walker),4463 Leonard St NW,0,0,0,0,2,N/A
2525801,14-Feb-23,Utah,Salt Lake City (Murray),5440 State St,0,0,0,0,3,N/A
2525617,14-Feb-23,North Carolina,Rocky Mount,720 N Fairview Rd,0,0,0,0,0,N/A
2525527,14-Feb-23,Texas,San Antonio,1400 Jackson Keller Rd,0,0,0,0,1,N/A
2526099,14-Feb-23,Florida,Fort Myers,14020 Plantation Rd,0,0,0,0,1,N/A
2526066,14-Feb-23,Georgia,Decatur,2215 Miller Rd,0,0,0,0,1,N/A
2528189,14-Feb-23,Indiana,Fort Wayne,3601 Calhoun St,0,0,0,0,1,N/A
2525382,14-Feb-23,Pennsylvania,Pittsburgh,1101 N Murtland St,4,0,0,0,0,N/A
2526660,14-Feb-23,South Carolina,Conway,6555 Hwy 134,0,0,0,0,0,N/A
2525632,14-Feb-23,North Carolina,Wendell,3409 NC-97,0,0,0,0,0,N/A
2527114,13-Feb-23,North Carolina,Raleigh,5307 Six Forks Rd,0,0,0,0,1,N/A
2532391,13-Feb-23,Georgia,Athens,350 S Milledge Ave,0,0,0,0,1,N/A
2524577,13-Feb-23,Michigan,East Lansing,509 E Circle Dr,5,3,0,1,0,N/A
2525430,13-Feb-23,Oklahoma,Lawton,5611 NW Allan-A-Dale Ln,0,0,0,0,0,N/A
2525173,13-Feb-23,Colorado,Golden,19th St and Elm St,0,0,0,0,1,N/A
2525134,13-Feb-23,Florida,Pensacola,820 Massachusetts Ave,0,0,0,0,0,N/A
2525037,13-Feb-23,New York,New York (Manhattan),16 Clarkson St,0,0,0,0,0,N/A
2524581,13-Feb-23,New York,Rochester,164 Alexander St,0,0,0,0,1,N/A
2524633,13-Feb-23,Texas,Dalhart,2100 Spirit Trl,0,1,0,0,0,N/A
2523958,12-Feb-23,North Carolina,Salisbury,211 N Park Dr,0,0,0,0,0,N/A
2523405,10-Feb-23,Ohio,Cincinnati,200 Viking Wy,0,0,0,0,1,N/A
2522622,10-Feb-23,Tennessee,La Vergne,382 Stones River Rd,0,0,0,0,1,N/A
2524381,10-Feb-23,Georgia,Columbus,2901 College Dr,0,0,0,0,1,N/A
2523161,10-Feb-23,Indiana,Columbia City,1600 IN-9,0,0,0,0,0,N/A
2523619,10-Feb-23,North Carolina,Franklin,100 Panther Dr,0,0,0,0,0,N/A
2523058,10-Feb-23,California,San Diego,5353 Airway Rd,0,0,0,0,1,N/A
2522141,9-Feb-23,Arkansas,Fort Smith,2201 N 50th St,0,0,0,0,0,N/A
2521973,9-Feb-23,Alabama,Prattville,1315 Upper Kingston Rd,0,0,0,0,1,N/A
2526042,9-Feb-23,Pennsylvania,Norristown,1 E Oak St,0,0,0,0,0,N/A
2520705,8-Feb-23,Maryland,Lanham,9880 Good Luck Rd,0,0,0,0,1,N/A
2520916,8-Feb-23,Texas,Rio Grande City,5726 Farm to Market Rd 755,0,0,0,0,2,N/A
2538306,8-Feb-23,Minnesota,Minneapolis,1500 James Ave N,0,0,0,0,1,N/A
2521277,8-Feb-23,Alabama,Brookwood,12250 George Richmond Pkwy,0,0,0,0,0,N/A
2520180,7-Feb-23,Virginia,Chesterfield,10301 Courthouse Rd,0,0,0,0,1,N/A
2520243,7-Feb-23,North Carolina,Saint Pauls,648 N Old Stage Rd,0,0,0,0,0,N/A
2520906,7-Feb-23,Texas,Lubbock,16310 TX-493 Loop,0,0,0,0,0,N/A
2520084,7-Feb-23,Colorado,Colorado Springs,2250 Jet Wing Dr,0,0,0,0,1,N/A
2520468,7-Feb-23,Wisconsin,Neenah,1275 Tullar Rd,0,0,0,0,1,N/A
2520710,7-Feb-23,Wisconsin,Green Bay,3366 Schaefer Ct,0,0,0,0,1,N/A
2519678,6-Feb-23,Kentucky,Hopkinsville,430 Koffman Dr,0,0,0,0,1,N/A
2519656,6-Feb-23,Kentucky,Louisville,6000 Brownsboro Rd,0,0,0,0,1,N/A
2522795,6-Feb-23,Florida,Tallahassee,3415 Zillah St,0,0,0,0,1,N/A
2519482,6-Feb-23,Arkansas,Fort Smith,622 N 7th St,0,0,0,0,1,N/A
2520310,6-Feb-23,Arkansas,Trumann,1620 W Main St,0,0,0,0,1,N/A
2519709,6-Feb-23,Illinois,Evanston,1400 Oakton St,0,0,0,0,1,N/A
2519398,6-Feb-23,Alabama,Birmingham,4915 Ave Q,0,0,0,0,0,N/A
2519802,6-Feb-23,Delaware,Middletown,1080 Bunker Hill Rd,0,0,0,0,1,N/A
2519199,6-Feb-23,Florida,Palm Beach Gardens,4245 Holly Dr,0,0,0,0,1,N/A
2519443,6-Feb-23,Wisconsin,Oshkosh,915 Hazel St,0,0,0,0,0,N/A
2521183,3-Feb-23,California,Paso Robles,801 Niblick Rd,0,0,0,0,1,N/A
2517392,3-Feb-23,Tennessee,Lebanon,1213 Leeville Pike,0,0,0,0,1,N/A
2517339,3-Feb-23,Michigan,Detroit,3200 E Lafayette St,0,0,0,0,0,N/A
2517280,3-Feb-23,Kentucky,Lexington,1600 Man O War Blvd,0,0,0,0,1,N/A
2517220,3-Feb-23,Maryland,Baltimore,3500 Hillen Rd,0,0,0,0,1,N/A
2517211,3-Feb-23,Florida,Apopka,2501 Hiawassee Rd,0,0,0,0,1,N/A
2517644,3-Feb-23,Nevada,North Las Vegas,1900 Deer Springs Way,0,0,0,0,1,N/A
2518365,3-Feb-23,Missouri,Cottleville,5199 State Rte N,0,0,0,0,1,N/A
2519186,3-Feb-23,Pennsylvania,Mars,520 PA-228,0,0,0,0,3,N/A
2517500,3-Feb-23,California,Los Angeles,3537 Farmdale Ave,0,0,0,0,0,N/A
2517193,2-Feb-23,Delaware,Wilmington,100 W 18th St,0,0,0,0,0,N/A
2517199,2-Feb-23,Delaware,Wilmington,3130 Kennett Pike,0,0,0,0,1,N/A
2516840,2-Feb-23,Ohio,Pickerington,130 Hill Rd S,0,1,0,0,0,N/A
2516752,2-Feb-23,Indiana,North Vernon,810 W Walnut St,0,0,0,0,1,N/A
2517242,2-Feb-23,Indiana,Columbus,230 S Marr Rd,0,0,0,0,1,N/A
2517416,2-Feb-23,Ohio,New Philadelphia,315 4th St NW,0,0,0,0,1,N/A
2517100,2-Feb-23,Arizona,Mesa,7301 E Brown Rd,0,0,0,0,1,N/A
2516697,2-Feb-23,Maryland,Riverdale,6200 Tuckerman St,0,0,0,0,0,N/A
2516643,2-Feb-23,Texas,Houston,6425 Westheimer Rd,0,0,1,0,3,N/A
2517451,2-Feb-23,Alabama,Prattville,1089 Martin Luther King Dr,0,0,0,0,0,N/A
2516070,1-Feb-23,Maryland,Hyattsville,7000 Adelphi Rd,0,0,0,0,0,N/A
2516531,1-Feb-23,North Carolina,Kernersville,1600 Union Cross Rd,0,0,0,0,1,N/A
2516529,1-Feb-23,North Carolina,Charlotte,8900 Park Rd,0,0,0,0,0,N/A
2516296,1-Feb-23,Kentucky,Louisville,6415 Outer Loop,0,0,0,0,1,N/A
2516990,1-Feb-23,Louisiana,La Place (Laplace),393 Greenwood Dr,0,0,0,0,1,N/A
2516391,1-Feb-23,North Carolina,Rolesville,1099 E Young St,0,0,0,0,1,N/A
2515355,31-Jan-23,South Carolina,Blythewood,10901 Wilson Blvd,0,0,0,0,1,N/A
2515490,31-Jan-23,Ohio,Columbus,1265 Koebel Rd,0,0,0,0,0,N/A
2516607,31-Jan-23,Indiana,Hammond,5926 Calumet Ave,0,0,0,0,1,N/A
2515750,31-Jan-23,Nevada,Las Vegas,3750 S Buffalo Dr,0,0,0,0,1,N/A
2516381,31-Jan-23,Alabama,Theodore,6201 Swedetown Rd N,0,0,0,0,1,N/A
2515330,30-Jan-23,California,Madera,705 W Pecan Ave,0,0,0,0,1,N/A
2515384,30-Jan-23,New York,Nanuet,103 Church St,0,0,0,0,1,N/A
2514454,30-Jan-23,Arizona,Yuma,7150 E 24th St,0,0,0,0,1,N/A
2523034,30-Jan-23,Texas,Lufkin,602 S Raguet St,0,0,0,0,1,N/A
2513755,28-Jan-23,Missouri,Springfield,2500 block of S Linden Ave,1,0,0,0,2,N/A
2516842,27-Jan-23,Colorado,Loveland,1811 W 15th St,0,0,0,0,1,N/A
2518431,27-Jan-23,North Carolina,Newton,338 W 15th St,0,0,0,0,1,N/A
2512539,27-Jan-23,Arizona,El Mirage,12701 N Main St,0,0,0,0,2,N/A
2512455,27-Jan-23,Maryland,Baltimore,2202 Presstman St,0,0,0,0,1,N/A
2512437,27-Jan-23,Georgia,Carnesville,485 Turkey Creek Rd,0,0,0,0,1,N/A
2526814,27-Jan-23,Illinois,Chicago,1150 W 96th St,0,0,0,0,1,N/A
2512245,26-Jan-23,Nebraska,Fremont,2950 Dale St,0,0,0,0,0,N/A
2517299,26-Jan-23,Minnesota,Saint Paul,1355 Pierce Butler Rte,0,0,0,0,1,N/A
2512022,26-Jan-23,Utah,Salt Lake City (Taylorsville),5225 S Redwood Rd,0,0,0,0,1,N/A
2512364,26-Jan-23,Florida,Homestead,2000 SE 28th Ave,0,0,0,0,1,N/A
2517953,25-Jan-23,Texas,Bandera,1005 Cherry St,0,0,0,0,1,N/A
2511580,25-Jan-23,Alabama,Pinson,6745 Old Springville Rd,0,0,0,0,0,N/A
2512591,25-Jan-23,California,Sacramento,3500 Florin Rd,0,0,0,0,1,N/A
2511004,25-Jan-23,District of Columbia,Washington,1601 16th St SE,0,0,0,0,1,N/A
2512341,25-Jan-23,North Carolina,Kannapolis,415 Martin Luther King Jr Ave,0,0,0,0,1,N/A
2510864,24-Jan-23,Maryland,Rockville,250 Richard Montgomery Dr,0,0,0,0,1,N/A
2510828,24-Jan-23,Florida,Saint Petersburg,2501 5th Ave N,0,0,0,0,1,N/A
2515486,24-Jan-23,Connecticut,Meriden,1225 N Broad St,0,0,0,0,1,N/A
2510590,24-Jan-23,Missouri,Kansas City,3930 Broadway Blvd,1,0,0,0,0,N/A
2517605,24-Jan-23,California,Corona,1820 Rimpau Ave,0,0,0,0,1,N/A
2510418,24-Jan-23,Utah,Midvale,7350 S 900 E,0,0,0,0,1,N/A
2511172,24-Jan-23,Ohio,Toledo,2000 block of Avondale Ave,0,0,0,0,0,N/A
2511014,24-Jan-23,Arizona,San Tan Valley,37611 N Pecan Creek Dr,0,0,0,0,1,N/A
2509896,23-Jan-23,District of Columbia,Washington,5600 East Capitol St NE,0,0,0,0,1,N/A
2510564,23-Jan-23,Georgia,Augusta,1740 Walton Way,0,0,0,0,1,N/A
2509254,23-Jan-23,Iowa,Des Moines,455 SW Fifth St,1,2,0,0,2,N/A
2510387,23-Jan-23,South Carolina,North Charleston,5935 Rivers Ave,0,0,0,0,1,N/A
2509999,23-Jan-23,Kentucky,Louisville,12400 Old Shelbyville Rd,0,0,0,0,1,N/A
2509990,23-Jan-23,Texas,Corsicana,3701 E State Hwy 22,0,0,0,0,4,N/A
2511054,21-Jan-23,Texas,Houston,3325 Westheimer Rd,0,0,0,0,1,N/A
2509898,20-Jan-23,Ohio,London,336 Elm St,0,0,0,0,0,N/A
2506967,20-Jan-23,Texas,Arlington,2101 Highbank Dr,0,0,0,0,2,N/A
2506958,20-Jan-23,Georgia,Covington,14567 GA-36,0,0,0,0,1,N/A
2506942,20-Jan-23,Minnesota,Saint Paul,1495 Rice St,1,0,0,0,0,N/A
2506919,20-Jan-23,Virginia,Glen Allen,600 Concourse Blvd,0,0,0,0,1,N/A
2508146,20-Jan-23,North Carolina,Statesville,474 N Center St,0,0,0,0,1,N/A
2507136,20-Jan-23,Ohio,Salem,1200 E 6th St,0,0,0,0,1,N/A
2506265,19-Jan-23,New York,Bronx,120 E 184th St,0,0,0,0,1,N/A
2506113,19-Jan-23,West Virginia,Lindside,74 James Monroe Dr,0,0,0,0,1,N/A
2506753,19-Jan-23,New York,Brooklyn,1137 Herkimer St,1,0,0,0,1,N/A
2506658,19-Jan-23,Florida,Royal Palm Beach,10600 Okeechobee Blvd,0,0,0,0,1,N/A
2506603,19-Jan-23,Arizona,Buckeye,20050 W Indian School Rd,0,0,0,0,1,N/A
2506609,19-Jan-23,Arizona,Casa Grande,2730 N Trekell Rd,0,0,0,0,1,N/A
2512958,19-Jan-23,Washington,Lacey,350 College St NE,0,0,0,0,1,N/A
2507748,19-Jan-23,Arkansas,Little Rock,708 E Dixon Rd,0,0,0,0,0,N/A
2506456,18-Jan-23,Florida,Tampa,1701 N Blvd,0,0,0,0,1,N/A
2506074,18-Jan-23,Tennessee,Cleveland,3635 Georgetown Rd NW,0,0,0,0,1,N/A
2505498,18-Jan-23,Texas,Waco,2020 N 42nd St,0,0,0,0,1,N/A
2505269,18-Jan-23,Michigan,Grand Rapids,2133 Buchanan Ave SW,0,0,0,0,1,N/A
2505582,18-Jan-23,Tennessee,Nashville,110 Gallatin Ave,0,0,0,0,0,N/A
2505578,18-Jan-23,Tennessee,Whites Creek,7277 Old Hickory Blvd,0,0,0,0,1,N/A
2505770,18-Jan-23,Alabama,Huntsville,5000 Pulaski Pike NW,0,0,0,0,0,N/A
2505768,18-Jan-23,Alabama,Huntsville,2500 Meridian St N,0,0,0,0,0,N/A
2511701,18-Jan-23,Texas,Jefferson,1 Bulldog Dr,0,0,0,0,1,N/A
2522012,17-Jan-23,Alabama,Mobile,3125 Dauphin Island Pkwy,0,0,0,0,1,N/A
2505302,17-Jan-23,Minnesota,Saint Paul,1540 6th St E,0,0,0,0,1,N/A
2511214,17-Jan-23,Florida,Fort Lauderdale (Lauderdale Lakes),4515 N State Rd 7,0,0,0,0,1,N/A
2505009,17-Jan-23,Nevada,Yerington,114 Pearl St,0,0,0,0,1,N/A
2504792,17-Jan-23,Oklahoma,Oklahoma City (Del City),1900 S Sunnylane Rd,1,0,0,0,1,N/A
2501950,13-Jan-23,Kentucky,Murray,2108 College Farm Rd,0,0,0,0,0,N/A
2502349,13-Jan-23,North Carolina,Kernersville,1600 Union Cross Rd,0,0,0,0,0,N/A
