"Incident ID","Incident Date",State,"City Or County",Address,"# Victims Killed","# Victims Injured","# Subjects-Suspects Killed","# Subjects-Suspects Injured","# Subjects-Suspects Arrested",Operations
2563749,"April 1, 2023",Ohio,Toledo,"3800 block of Upton Ave",0,1,0,0,0,N/A
2562473,"April 1, 2023",Missouri,"Kansas City","1800 block of Cambridge Ave",1,0,0,0,0,N/A
2562428,"April 1, 2023",Ohio,Columbus,"1066 E Hudson St",0,1,0,0,0,N/A
2562536,"April 1, 2023","New Mexico","Santa Teresa","5800 block of Megan St",0,1,0,0,1,N/A
2562471,"April 1, 2023",Illinois,Chicago,"4600 block of W Armitage Ave",0,1,0,0,0,N/A
2565262,"April 1, 2023",Tennessee,Jackson,"15 Gillman Ln",1,0,0,0,0,N/A
2562469,"April 1, 2023",Illinois,Chicago,"6200 block of S Marshfield Ave",0,1,0,0,0,N/A
2563659,"April 1, 2023",Texas,Midland,"700 block of E Tennessee Ave",0,0,0,1,1,N/A
2562998,"April 1, 2023",Arizona,Phoenix,"51st Ave and Baseline Rd",1,0,0,0,1,N/A
2562459,"April 1, 2023",California,"Los Angeles","W Pico Blvd and S Rimpau Blvd",0,1,0,0,0,N/A
2562534,"April 1, 2023",Arizona,Phoenix,"1450 E Bell Rd",0,0,1,0,0,N/A
2562457,"April 1, 2023",California,"Los Angeles","1451 S Bronson Ave",0,1,0,0,0,N/A
2562454,"April 1, 2023",Missouri,"Saint Louis","2500 block of Semple Ave",0,1,0,0,1,N/A
2562430,"April 1, 2023",California,"San Pedro","600 block of W 39th St",0,1,0,0,0,N/A
2562959,"April 1, 2023",Mississippi,Starkville,"301 MS-182",0,1,0,0,2,N/A
2562409,"April 1, 2023",Missouri,Versailles,"Fairground Rd and Mystical Ln",0,0,1,0,0,N/A
2562404,"April 1, 2023",Illinois,Chicago,"9110 S Stony Island Ave",0,0,1,0,0,N/A
2562380,"April 1, 2023",Louisiana,"Baton Rouge","Winnebago St and Plank Rd",0,1,0,0,0,N/A
2562701,"April 1, 2023",Florida,"West Palm Beach","1531 Drexel Rd",1,0,0,0,1,N/A
2562913,"April 1, 2023","New York",Brooklyn,"Carlton Ave and Park Ave",0,1,0,0,0,N/A
2562911,"April 1, 2023","New York",Bronx,"694 E 149th St",0,1,0,0,0,N/A
2562898,"April 1, 2023",Wisconsin,Racine,"200 block of Main St",0,1,0,0,0,N/A
2562896,"April 1, 2023",Pennsylvania,Philadelphia,"6700 block of Ogontz Ave",0,1,0,0,0,N/A
2562876,"April 1, 2023",Pennsylvania,Philadelphia,"600 block of E Westmoreland St",0,1,0,0,0,N/A
2562310,"April 1, 2023","New York",Brooklyn,"Atlantic Ave and Williams Ave",1,0,0,0,0,N/A
2562316,"April 1, 2023","New York",Brooklyn,"Nelson St and Hamilton Ave",0,1,0,0,0,N/A
2562211,"April 1, 2023",Tennessee,Memphis,"1500 block of Winfield Ave",1,0,0,0,0,N/A
2562308,"April 1, 2023","New York",Brooklyn,"E 105th St and Flatlands 1st St",0,1,0,0,0,N/A
2562422,"April 1, 2023",California,"Los Angeles","Fallbrook Ave and Vanowen St",1,3,0,0,1,N/A
2562312,"April 1, 2023","New York","New York (Manhattan)","340 W 31st St",0,1,0,1,1,N/A
2562292,"April 1, 2023",Tennessee,Nashville,"800 block of Murfreesboro Pike",0,1,0,0,0,N/A
2562287,"April 1, 2023","District of Columbia",Washington,"6th St SE and Forrester St SE",0,1,0,0,0,N/A
2562289,"April 1, 2023","District of Columbia",Washington,"900 block 2nd St NE",0,1,0,0,0,N/A
2562512,"April 1, 2023",Alabama,Birmingham,"32 Westchester Ct",1,0,0,0,2,N/A
2562499,"April 1, 2023",Oklahoma,"Oklahoma City","4120 Newcastle Rd",3,2,0,1,3,N/A
2562222,"April 1, 2023",Connecticut,"New Haven","Goffe Terr and Winthrop Ave",2,0,0,0,0,N/A
2562266,"April 1, 2023",Maryland,Baltimore,"100 block of W 22nd St",0,2,0,0,0,N/A
2565091,"April 1, 2023",Wisconsin,"La Crosse","2100 block of George St",0,1,0,0,1,N/A
2562157,"April 1, 2023",Florida,Jacksonville,"7915 Baymeadows Cir E",1,0,0,0,0,N/A
2564226,"April 1, 2023",Connecticut,"Old Lyme","Portland Ave",0,1,0,0,1,N/A
2562707,"April 1, 2023",Florida,Orlando,"700 block of N Semoran Blvd",1,0,0,0,0,N/A
2562852,"April 1, 2023",Mississippi,"Holly Springs","Odell Rd",1,1,0,0,0,N/A
2562842,"April 1, 2023",Ohio,Summit,N/A,0,1,0,0,0,N/A
2562787,"April 1, 2023","North Carolina",Greensboro,"1300 block of Ogden St",1,0,0,0,0,N/A
2563426,"April 1, 2023",Ohio,Cincinnati,"1200 block of Gilsey Ave",0,1,0,0,0,N/A
2565050,"April 1, 2023","North Carolina",Hickory,"240 14th Ave",1,1,0,0,0,N/A
2562249,"April 1, 2023",Virginia,Portsmouth,N/A,0,1,0,0,0,N/A
2562806,"April 1, 2023",Wisconsin,Colby,"107971 County Rd N",1,0,1,0,0,N/A
2563065,"April 1, 2023",Texas,Brenham,"1200 block of E Tom Green St",1,1,0,0,1,N/A
2562245,"April 1, 2023",Nebraska,Omaha,"3200 block of N 30th St",0,1,0,0,0,N/A
2562355,"April 1, 2023",Kentucky,Louisville,"1911 W Broadway",1,0,0,0,0,N/A
2562596,"April 1, 2023",Michigan,Wayne,"37500 Van Born Rd",0,0,1,0,0,N/A
2562900,"April 1, 2023",Pennsylvania,Philadelphia,"5900 block of Chester Ave",0,1,0,0,0,N/A
2563300,"April 1, 2023",Michigan,"Harper Woods","20400 block of Fleetwood Dr",1,0,0,0,0,N/A
2595429,"April 1, 2023",Michigan,Flint,"6000 block of Bermuda Ln",1,0,0,0,1,N/A
2562804,"April 1, 2023",Wisconsin,Milwaukee,"N 7th St and W Vliet St",0,1,0,0,0,N/A
2562802,"April 1, 2023","South Carolina","Rock Hill","S York Ave and Finley Ave",0,1,0,0,0,N/A
2562800,"April 1, 2023","South Carolina","Rock Hill","Tenby Dr",0,1,0,0,0,N/A
2562794,"April 1, 2023","North Carolina",Durham,"2300 block of Ashe St",0,1,0,0,0,N/A
2569668,"April 1, 2023",Tennessee,Memphis,"N Watkins St",0,1,0,0,0,N/A
2562779,"April 1, 2023","North Carolina",Charlotte,"3607 N Sharon Amity Rd",0,1,0,0,1,N/A
2562240,"April 1, 2023",Nebraska,Omaha,"8901 N 30th St",0,2,0,0,0,N/A
2562442,"April 1, 2023",Louisiana,Slidell,"1300 block of Belair Blvd",1,0,1,0,0,N/A
2591894,"April 1, 2023",Nevada,"Las Vegas","Tamara Costa Ct and Sunrise Mountain Dr",1,0,0,0,0,N/A
2562479,"April 1, 2023",Kansas,Wichita,"200 block of S Minneapolis Ave",0,1,0,0,1,N/A
2562755,"April 1, 2023",Georgia,Atlanta,"217 Thirkeld Ave SW",0,1,0,0,0,N/A
2563318,"April 1, 2023",Michigan,Flint,"3400 block of Mason St",0,1,0,0,0,N/A
2562184,"April 1, 2023",Georgia,Macon,"1031 Hall St",1,0,0,0,0,N/A
2562177,"April 1, 2023","North Carolina",Raleigh,"Hodges St and Paula St",1,1,0,0,0,N/A
2566353,"April 1, 2023",Florida,Miami,"SW 135th Ave",1,0,0,0,1,N/A
2571157,"April 1, 2023",Michigan,Belleville,"45601 S I-94 Service Dr",0,1,0,0,0,N/A
2582010,"April 1, 2023",Michigan,Linden,"14340 Hogan Rd",0,1,0,0,0,N/A
2562553,"April 1, 2023","New Mexico",Albuquerque,"2901 Carlisle Blvd NE",1,0,0,0,1,N/A
2562661,"April 1, 2023",Maryland,Annapolis,"50 block of Melrob Ct",0,3,0,0,1,N/A
2562705,"April 1, 2023",Florida,Jacksonville,"33rd St and Wilson St",0,1,0,0,0,N/A
2562154,"April 1, 2023",Illinois,Chicago,"3100 block of W Warren Blvd",0,2,0,0,0,N/A
2569849,"April 1, 2023",Ohio,Cincinnati,"9740 Colerain Ave",0,1,0,0,1,N/A
