"Incident ID","Incident Date",State,"City Or County",Address,"# Victims Killed","# Victims Injured","# Subjects-Suspects Killed","# Subjects-Suspects Injured","# Subjects-Suspects Arrested",Operations
2585481,"April 30, 2023",Louisiana,Shreveport,"Old Mooringsport Rd",0,1,0,0,0,N/A
2586403,"April 30, 2023",Ohio,Columbus,"6100 block of Laurelwood Court",1,1,0,0,0,N/A
2588167,"April 30, 2023",Mississippi,Greenville,"1300 block of Causey Dr",1,0,0,0,0,N/A
2584748,"April 30, 2023",Mississippi,"Bay Saint Louis","1000 block of Old Blue Meadow Rd",2,4,0,0,1,N/A
2585441,"April 30, 2023",Louisiana,"New Orleans","4900 block of Eastern St",0,0,0,2,0,N/A
2585464,"April 30, 2023",Pennsylvania,Pittsburgh,"200 block of Kennedy Ave",0,1,0,0,0,N/A
2585445,"April 30, 2023",California,Palmdale,"37423 70th St. East",0,0,0,0,0,N/A
2595739,"April 30, 2023",Mississippi,Roxie,N/A,1,0,0,0,1,N/A
2585416,"April 30, 2023",California,Sacramento,"500 block of Wisconsin Ave",0,1,0,0,0,N/A
2585492,"April 30, 2023",Nevada,"Las Vegas","Evergreen Ave and Upland Blvd",1,0,0,0,0,N/A
2585345,"April 30, 2023",Pennsylvania,Philadelphia,"4900 block of L St",0,0,0,1,1,N/A
2585302,"April 30, 2023",Pennsylvania,Philadelphia,"Kensington Ave and Allegheny Ave",0,3,0,0,0,N/A
2585334,"April 30, 2023",Maryland,"District Heights","7800 block of Berry Place",1,0,0,0,0,N/A
2585253,"April 30, 2023",Alabama,Birmingham,"800 block of 48th St N",0,4,0,0,1,N/A
2585314,"April 30, 2023",Pennsylvania,Philadelphia,"5800 block of N Lawrence St",0,2,0,0,0,N/A
2587455,"April 30, 2023",Wyoming,Cheyenne,"315 E 8th St",1,0,0,0,2,N/A
2585583,"April 30, 2023","District of Columbia",Washington,"3800 block of Jay St NE",1,0,0,0,0,N/A
2585341,"April 30, 2023",Colorado,Denver,"2500 block of S Dayton Way",0,1,0,0,0,N/A
2585338,"April 30, 2023",Oregon,Portland,"16600 block of SE Naegeli Dr",2,0,0,0,0,N/A
2585336,"April 30, 2023",Colorado,Denver,"12600 block of E Albrook Dr",0,1,0,0,0,N/A
2585319,"April 30, 2023",Pennsylvania,Philadelphia,"600 block of E Wyoming Ave",0,1,0,0,0,N/A
2585157,"April 30, 2023",Pennsylvania,Philadelphia,"1500 block of Taney St",0,1,0,0,1,N/A
2584603,"April 29, 2023","District of Columbia",Washington,"5400 block of Bass Place SE",0,2,0,0,0,N/A
2588071,"April 29, 2023",Michigan,Flint,"2905 Saginaw St",0,1,0,0,0,N/A
2585201,"April 29, 2023",Ohio,Canton,"1633 Cleveland Ave NW",0,3,0,0,2,N/A
2585225,"April 29, 2023",Ohio,Dayton,"2400 block of Alpena Ave",1,1,0,0,1,N/A
2585289,"April 29, 2023",Pennsylvania,Philadelphia,"1400 Block of S 7th St",0,1,0,0,0,N/A
2584564,"April 29, 2023",Maryland,"Hyattsville (Landover)","7720 Barlowe Rd",0,2,0,0,0,N/A
2584561,"April 29, 2023",California,"Los Angeles","112 W 5th St",0,1,0,0,0,N/A
2584559,"April 29, 2023",Colorado,Greeley,"1800 block of 27th St",0,0,1,0,0,N/A
2585279,"April 29, 2023",Ohio,Cleveland,"St Clair Ave",0,1,0,0,0,N/A
2585276,"April 29, 2023",Ohio,Cleveland,"Abbey Ave and W 14th St",0,2,0,0,0,N/A
2584554,"April 29, 2023",Colorado,"Denver (Northglenn)","10648 Huron St",0,2,0,0,0,N/A
2585267,"April 29, 2023",Ohio,Springfield,"2288 S Yellow Springs St",0,1,0,0,0,N/A
